15	2010-10-13T15:52:28Z	40.7532308669	-73.982180357	11835
15	2010-10-13T15:50:56Z	40.7563923486	-73.9860105515	48524
15	2010-10-13T15:49:22Z	40.7568799674	-73.9862251282	11844
15	2010-10-13T04:54:56Z	40.7457360833	-73.9723638333	114822
15	2010-10-13T04:10:36Z	40.6438845363	-73.7828063965	23261
15	2010-08-01T17:42:09Z	40.6438845363	-73.7828063965	23261
15	2010-07-27T22:35:08Z	40.6438845363	-73.7828063965	23261
15	2010-07-27T17:39:47Z	40.7484436586	-73.9857316017	12313
15	2010-07-27T15:50:54Z	40.741388197	-73.9894545078	12973
15	2010-07-27T03:02:24Z	40.7568799674	-73.9862251282	11844
15	2010-07-27T02:58:34Z	40.7556527867	-73.9857530594	54888
15	2010-07-27T02:57:06Z	40.75408691	-73.98391765	323968
15	2010-07-27T02:56:41Z	40.754401251	-73.984031604	1433726
15	2010-07-27T02:56:17Z	40.7538160368	-73.983618021	11834
15	2010-07-27T02:47:37Z	40.751971675	-73.977535226	1471386
15	2010-07-27T02:47:13Z	40.7527919861	-73.9772558212	13022
15	2010-07-27T02:46:28Z	40.7516947714	-73.9766013622	832965
15	2010-07-26T22:46:43Z	40.74967622	-73.97509026	461139
15	2010-07-26T22:46:20Z	40.7491101497	-73.975507021	156025
15	2010-07-26T22:45:16Z	40.74882441	-73.9758597	527937
15	2010-07-26T22:44:23Z	40.7496542215	-73.9767415714	786595
15	2010-07-26T22:41:48Z	40.75004855	-73.9760338667	956514
15	2010-07-26T20:54:19Z	40.7392199	-74.00933688	422508
15	2010-07-26T20:53:03Z	40.7423961659	-74.0075433254	15079
15	2010-07-26T20:51:55Z	40.7481536865	-74.0077590942	39670
15	2010-07-26T20:51:28Z	40.7493864977	-74.0075325966	1171692
15	2010-07-26T20:46:17Z	40.7607320299	-73.9963746071	891124
15	2010-07-26T20:45:09Z	40.7527147753	-73.9936387539	25323
15	2010-07-26T20:44:37Z	40.7560916486	-73.9902591705	27278
15	2010-07-26T20:43:54Z	40.7606053102	-73.9898298414	501390
15	2010-07-26T18:44:10Z	40.75855487	-73.98525011	328270
15	2010-07-26T18:43:55Z	40.7592529943	-73.9856243134	285517
15	2010-07-26T18:42:17Z	40.7568799674	-73.9862251282	11844
15	2010-07-26T16:59:16Z	40.750613794	-73.993434906	11875
15	2010-07-23T22:05:19Z	40.74993789	-73.99542582	1441166
16	2010-08-30T19:10:37Z	40.7284996	-73.9485223833	104462
16	2010-03-13T03:28:32Z	40.7269073583	-73.9916229151	697094
16	2010-02-27T19:31:58Z	40.7126083926	-73.9568261871	122085
16	2010-02-25T00:44:17Z	40.7147426115	-73.943490833	52393
16	2010-02-21T22:58:19Z	40.72419245	-73.9507600833	321012
16	2010-02-21T21:34:14Z	40.7284996	-73.9485223833	104462
16	2010-02-15T20:38:29Z	40.7142815709	-73.9632908085	35846
16	2010-01-24T02:39:30Z	40.71816962	-73.94737428	336941
16	2010-01-23T00:41:10Z	40.7657915879	-73.9872660412	70243
16	2010-01-22T18:37:55Z	40.7365143833	-73.9868755833	47918
16	2010-01-21T18:18:51Z	40.7142296167	-73.9554185833	147726
16	2010-01-20T18:24:06Z	40.72121385	-73.9406308333	259466
16	2010-01-19T21:17:01Z	40.7146195949	-73.9441792896	220064
16	2010-01-18T19:01:12Z	40.7206354031	-73.9843063423	307870
16	2010-01-17T22:58:31Z	40.6756762829	-74.0004730771	65864
16	2010-01-16T16:39:36Z	40.7146195949	-73.9441792896	220064
16	2010-01-15T17:33:44Z	40.7104890667	-73.9654097833	42524
16	2010-01-14T17:57:38Z	40.6864054215	-73.9851879612	54061
16	2010-01-13T17:29:02Z	40.72121385	-73.9406308333	259466
16	2010-01-12T03:16:40Z	40.7405398781	-74.0057506218	58496
16	2010-01-12T01:26:25Z	40.740534663	-74.005998373	239785
16	2010-01-10T17:23:07Z	40.7147426115	-73.943490833	52393
16	2010-01-09T16:30:48Z	40.7146195949	-73.9441792896	220064
16	2010-01-09T00:48:06Z	40.7133621734	-73.951420784	12871
16	2010-01-07T18:56:58Z	40.6864054215	-73.9851879612	54061
16	2010-01-06T20:08:32Z	40.7223179167	-73.9833465167	335166
16	2010-01-06T01:59:26Z	40.73568255	-74.0018915	195026
16	2010-01-05T20:06:35Z	40.7560916486	-73.9902591705	27278
16	2010-01-05T18:18:29Z	40.7299580618	-73.9995610714	112800
16	2010-01-04T19:30:30Z	40.72121385	-73.9406308333	259466
16	2010-01-03T18:42:13Z	40.7299580618	-73.9995610714	112800
16	2010-01-03T16:55:17Z	40.7147426115	-73.943490833	52393
16	2010-01-01T18:07:39Z	40.7458101407	-73.9882206917	60450
16	2010-01-01T01:31:34Z	40.7254941667	-73.9848992167	52245
16	2009-12-31T03:58:20Z	40.7197294341	-73.9580512047	157926
16	2009-12-29T20:53:37Z	40.7458101407	-73.9882206917	60450
16	2009-12-29T19:55:42Z	40.7458263973	-73.9882743359	148006
16	2009-12-28T21:27:41Z	40.7142815709	-73.9632908085	35846
16	2009-12-23T19:41:23Z	40.72121385	-73.9406308333	259466
16	2009-12-11T02:57:12Z	40.7126083926	-73.9568261871	122085
16	2009-12-10T04:38:11Z	40.7141997917	-73.956130743	12947
20	2010-10-05T16:02:08Z	40.75889581	-73.98111581	502435
20	2010-10-04T18:31:48Z	40.7613333866	-73.9775025845	12525
20	2010-10-04T16:21:18Z	40.7588019632	-73.9780658484	873393
20	2010-10-04T15:19:28Z	40.7458101407	-73.9882206917	60450
20	2010-10-04T01:40:08Z	40.7195870107	-73.9868685297	71798
20	2010-09-26T23:10:30Z	40.7634210141	-73.9867480977	737000
20	2010-09-26T19:40:01Z	40.7630967931	-73.9811182022	93056
20	2010-09-26T17:54:36Z	40.6912468675	-74.1795158386	24963
